employee_id,snapshot_month,active_flag,fte
E0006,2025-02-01,1,1.0
E0006,2025-03-01,1,1.0
E0006,2025-04-01,1,1.0
E0006,2025-05-01,1,1.0
E0006,2025-06-01,1,1.0
E0006,2025-07-01,1,1.0
E0006,2025-08-01,1,1.0
E0006,2025-09-01,1,1.0
E0006,2025-10-01,1,1.0
E0006,2025-11-01,1,1.0
E0006,2025-12-01,1,1.0
E0007,2023-01-01,1,1.0
E0007,2023-02-01,1,1.0
E0007,2023-03-01,1,1.0
E0007,2023-04-01,1,1.0
E0007,2023-05-01,1,1.0
E0007,2023-06-01,1,1.0
E0007,2023-07-01,1,1.0
E0007,2023-08-01,1,1.0
E0007,2023-09-01,1,1.0
E0007,2023-10-01,1,1.0
E0007,2023-11-01,1,1.0
E0007,2023-12-01,1,1.0
E0007,2024-01-01,1,1.0
E0007,2024-02-01,1,1.0
E0007,2024-03-01,1,1.0
E0007,2024-04-01,1,1.0
E0007,2024-05-01,1,1.0
E0007,2024-06-01,1,1.0
E0007,2024-07-01,1,1.0
E0007,2024-08-01,1,1.0
E0007,2024-09-01,1,1.0
E0007,2024-10-01,1,1.0
E0007,2024-11-01,1,1.0
E0007,2024-12-01,1,1.0
E0007,2025-01-01,1,1.0
E0007,2025-02-01,1,1.0
E0007,2025-03-01,1,1.0
E0007,2025-04-01,1,1.0
E0007,2025-05-01,1,1.0
E0007,2025-06-01,1,1.0
E0007,2025-07-01,1,1.0
E0007,2025-08-01,1,1.0
E0007,2025-09-01,1,1.0
E0007,2025-10-01,1,1.0
E0007,2025-11-01,1,1.0
E0007,2025-12-01,1,1.0
E0008,2023-09-01,1,1.0
E0008,2023-10-01,1,1.0
E0008,2023-11-01,1,1.0
E0008,2023-12-01,1,1.0
E0008,2024-01-01,1,1.0
E0008,2024-02-01,1,1.0
E0008,2024-03-01,1,1.0
E0008,2024-04-01,1,1.0
E0008,2024-05-01,1,1.0
E0008,2024-06-01,1,1.0
E0008,2024-07-01,1,1.0
E0008,2024-08-01,1,1.0
E0008,2024-09-01,1,1.0
E0008,2024-10-01,1,1.0
E0008,2024-11-01,1,1.0
E0008,2024-12-01,1,1.0
E0008,2025-01-01,1,1.0
E0008,2025-02-01,1,1.0
E0008,2025-03-01,1,1.0
E0008,2025-04-01,1,1.0
E0008,2025-05-01,1,1.0
E0008,2025-06-01,1,1.0
E0008,2025-07-01,1,1.0
E0008,2025-08-01,1,1.0
E0008,2025-09-01,1,1.0
E0008,2025-10-01,1,1.0
E0008,2025-11-01,1,1.0
E0008,2025-12-01,1,1.0
E0009,2023-01-01,1,1.0
E0009,2023-02-01,1,1.0
E0009,2023-03-01,1,1.0
E0009,2023-04-01,1,1.0
E0009,2023-05-01,1,1.0
E0009,2023-06-01,1,1.0
E0009,2023-07-01,1,1.0
E0009,2023-08-01,1,1.0
E0009,2023-09-01,1,1.0
E0009,2023-10-01,1,1.0
E0009,2023-11-01,1,1.0
E0009,2023-12-01,1,1.0
E0009,2024-01-01,1,1.0
E0009,2024-02-01,1,1.0
E0009,2024-03-01,1,1.0
E0009,2024-04-01,1,1.0
E0009,2024-05-01,1,1.0
E0009,2024-06-01,1,1.0
E0009,2024-07-01,1,1.0
E0009,2024-08-01,1,1.0
E0009,2024-09-01,1,1.0
E0009,2024-10-01,1,1.0
E0009,2024-11-01,1,1.0
E0009,2024-12-01,1,1.0
E0009,2025-01-01,1,1.0
E0009,2025-02-01,1,1.0
E0009,2025-03-01,1,1.0
E0009,2025-04-01,1,1.0
E0009,2025-05-01,1,1.0
E0009,2025-06-01,1,1.0
E0009,2025-07-01,1,1.0
E0009,2025-08-01,1,1.0
E0009,2025-09-01,1,1.0
E0009,2025-10-01,1,1.0
E0009,2025-11-01,1,1.0
E0009,2025-12-01,1,1.0
E0010,2023-01-01,1,1.0
E0010,2023-02-01,1,1.0
E0010,2023-03-01,1,1.0
E0010,2023-04-01,1,1.0
E0010,2023-05-01,1,1.0
E0010,2023-06-01,1,1.0
E0010,2023-07-01,1,1.0
E0010,2023-08-01,1,1.0
E0010,2023-09-01,1,1.0
E0010,2023-10-01,1,1.0
E0010,2023-11-01,1,1.0
E0010,2023-12-01,1,1.0
E0010,2024-01-01,1,1.0
E0010,2024-02-01,1,1.0
E0010,2024-03-01,1,1.0
E0010,2024-04-01,1,1.0
E0010,2024-05-01,1,1.0
E0010,2024-06-01,1,1.0
E0010,2024-07-01,1,1.0
E0010,2024-08-01,1,1.0
E0010,2024-09-01,1,1.0
E0010,2024-10-01,1,1.0
E0010,2024-11-01,1,1.0
E0010,2024-12-01,1,1.0
E0010,2025-01-01,1,1.0
E0010,2025-02-01,1,1.0
E0010,2025-03-01,1,1.0
E0010,2025-04-01,1,1.0
E0010,2025-05-01,1,1.0
E0010,2025-06-01,1,1.0
E0010,2025-07-01,1,1.0
E0010,2025-08-01,1,1.0
E0010,2025-09-01,1,1.0
E0010,2025-10-01,1,1.0
E0010,2025-11-01,1,1.0
E0010,2025-12-01,1,1.0
E0011,2023-01-01,1,1.0
E0011,2023-02-01,1,1.0
E0011,2023-03-01,1,1.0
E0011,2023-04-01,1,1.0
E0011,2023-05-01,1,1.0
E0011,2023-06-01,1,1.0
E0011,2023-07-01,1,1.0
E0011,2023-08-01,1,1.0
E0011,2023-09-01,1,1.0
E0011,2023-10-01,1,1.0
E0011,2023-11-01,1,1.0
E0011,2023-12-01,1,1.0
E0011,2024-01-01,1,1.0
E0011,2024-02-01,1,1.0
E0011,2024-03-01,1,1.0
E0011,2024-04-01,1,1.0
E0011,2024-05-01,1,1.0
E0011,2024-06-01,1,1.0
E0011,2024-07-01,1,1.0
E0011,2024-08-01,1,1.0
E0011,2024-09-01,1,1.0
E0011,2024-10-01,1,1.0
E0011,2024-11-01,1,1.0
E0011,2024-12-01,1,1.0
E0011,2025-01-01,1,1.0
E0011,2025-02-01,1,1.0
E0011,2025-03-01,1,1.0
E0011,2025-04-01,1,1.0
E0011,2025-05-01,1,1.0
E0011,2025-06-01,1,1.0
E0011,2025-07-01,1,1.0
E0011,2025-08-01,1,1.0
E0011,2025-09-01,1,1.0
E0011,2025-10-01,1,1.0
E0011,2025-11-01,1,1.0
E0011,2025-12-01,1,1.0
E0012,2023-01-01,1,1.0
E0012,2023-02-01,1,1.0
E0012,2023-03-01,1,1.0
E0012,2023-04-01,1,1.0
E0012,2023-05-01,1,1.0
E0012,2023-06-01,1,1.0
E0012,2023-07-01,1,1.0
E0012,2023-08-01,1,1.0
E0012,2023-09-01,1,1.0
E0012,2023-10-01,1,1.0
E0012,2023-11-01,1,1.0
E0012,2023-12-01,1,1.0
E0012,2024-01-01,1,1.0
E0012,2024-02-01,1,1.0
E0012,2024-03-01,1,1.0
E0012,2024-04-01,1,1.0
E0012,2024-05-01,1,1.0
E0012,2024-06-01,1,1.0
E0012,2024-07-01,1,1.0
E0012,2024-08-01,1,1.0
E0012,2024-09-01,1,1.0
E0012,2024-10-01,1,1.0
E0012,2024-11-01,1,1.0
E0012,2024-12-01,1,1.0
E0012,2025-01-01,1,1.0
E0012,2025-02-01,1,1.0
E0012,2025-03-01,1,1.0
E0012,2025-04-01,1,1.0
E0012,2025-05-01,1,1.0
E0012,2025-06-01,1,1.0
E0012,2025-07-01,1,1.0
E0012,2025-08-01,1,1.0
E0012,2025-09-01,1,1.0
E0012,2025-10-01,1,1.0
E0012,2025-11-01,1,1.0
E0012,2025-12-01,1,1.0
E0013,2023-01-01,1,1.0
E0013,2023-02-01,1,1.0
E0013,2023-03-01,1,1.0
E0013,2023-04-01,1,1.0
E0013,2023-05-01,1,1.0
E0013,2023-06-01,1,1.0
E0013,2023-07-01,1,1.0
E0013,2023-08-01,1,1.0
E0013,2023-09-01,1,1.0
E0013,2023-10-01,1,1.0
E0013,2023-11-01,1,1.0
E0013,2023-12-01,1,1.0
E0013,2024-01-01,1,1.0
E0013,2024-02-01,1,1.0
E0013,2024-03-01,1,1.0
E0013,2024-04-01,1,1.0
E0013,2024-05-01,1,1.0
E0013,2024-06-01,1,1.0
E0013,2024-07-01,1,1.0
E0013,2024-08-01,1,1.0
E0013,2024-09-01,1,1.0
E0013,2024-10-01,1,1.0
E0013,2024-11-01,1,1.0
E0013,2024-12-01,1,1.0
E0013,2025-01-01,1,1.0
E0013,2025-02-01,1,1.0
E0013,2025-03-01,1,1.0
E0013,2025-04-01,1,1.0
E0013,2025-05-01,1,1.0
E0013,2025-06-01,1,1.0
E0013,2025-07-01,1,1.0
E0013,2025-08-01,1,1.0
E0013,2025-09-01,1,1.0
E0013,2025-10-01,1,1.0
E0013,2025-11-01,1,1.0
E0013,2025-12-01,1,1.0
E0014,2023-01-01,1,1.0
E0014,2023-02-01,1,1.0
E0014,2023-03-01,1,1.0
E0014,2023-04-01,1,1.0
E0014,2023-05-01,1,1.0
E0014,2023-06-01,1,1.0
E0014,2023-07-01,1,1.0
E0014,2023-08-01,1,1.0
E0014,2023-09-01,1,1.0
E0014,2023-10-01,1,1.0
E0014,2023-11-01,1,1.0
E0014,2023-12-01,1,1.0
E0014,2024-01-01,1,1.0
E0014,2024-02-01,1,1.0
E0014,2024-03-01,1,1.0
E0014,2024-04-01,1,1.0
E0014,2024-05-01,1,1.0
E0014,2024-06-01,1,1.0
E0014,2024-07-01,1,1.0
E0014,2024-08-01,1,1.0
E0014,2024-09-01,1,1.0
E0014,2024-10-01,1,1.0
E0014,2024-11-01,1,1.0
E0014,2024-12-01,1,1.0
E0014,2025-01-01,1,1.0
E0014,2025-02-01,1,1.0
E0014,2025-03-01,1,1.0
E0014,2025-04-01,1,1.0
E0014,2025-05-01,1,1.0
E0014,2025-06-01,1,1.0
E0014,2025-07-01,1,1.0
E0014,2025-08-01,1,1.0
E0014,2025-09-01,1,1.0
E0014,2025-10-01,1,1.0
E0014,2025-11-01,1,1.0
E0014,2025-12-01,1,1.0
E0015,2023-01-01,1,1.0
E0015,2023-02-01,1,1.0
E0015,2023-03-01,1,1.0
E0015,2023-04-01,1,1.0
E0015,2023-05-01,1,1.0
E0015,2023-06-01,1,1.0
E0015,2023-07-01,1,1.0
E0015,2023-08-01,1,1.0
E0015,2023-09-01,1,1.0
E0015,2023-10-01,1,1.0
E0015,2023-11-01,1,1.0
E0015,2023-12-01,1,1.0
E0015,2024-01-01,1,1.0
E0015,2024-02-01,1,1.0
E0015,2024-03-01,1,1.0
E0015,2024-04-01,1,1.0
E0015,2024-05-01,1,1.0
E0015,2024-06-01,1,1.0
E0015,2024-07-01,1,1.0
E0015,2024-08-01,1,1.0
E0015,2024-09-01,1,1.0
E0015,2024-10-01,1,1.0
E0015,2024-11-01,1,1.0
E0015,2024-12-01,1,1.0
E0015,2025-01-01,1,1.0
E0015,2025-02-01,1,1.0
E0015,2025-03-01,1,1.0
E0015,2025-04-01,1,1.0
E0015,2025-05-01,1,1.0
E0015,2025-06-01,1,1.0
E0015,2025-07-01,1,1.0
E0015,2025-08-01,1,1.0
E0015,2025-09-01,1,1.0
E0015,2025-10-01,1,1.0
E0015,2025-11-01,1,1.0
E0015,2025-12-01,1,1.0
E0016,2023-01-01,1,1.0
E0016,2023-02-01,1,1.0
E0016,2023-03-01,1,1.0
E0016,2023-04-01,1,1.0
E0016,2023-05-01,1,1.0
E0016,2023-06-01,1,1.0
E0016,2023-07-01,1,1.0
E0016,2023-08-01,1,1.0
E0016,2023-09-01,1,1.0
E0016,2023-10-01,1,1.0
E0016,2023-11-01,1,1.0
E0016,2023-12-01,1,1.0
E0016,2024-01-01,1,1.0
E0016,2024-02-01,1,1.0
E0016,2024-03-01,1,1.0
E0016,2024-04-01,1,1.0
E0016,2024-05-01,1,1.0
E0016,2024-06-01,1,1.0
E0016,2024-07-01,1,1.0
E0016,2024-08-01,1,1.0
E0016,2024-09-01,1,1.0
E0016,2024-10-01,1,1.0
E0016,2024-11-01,1,1.0
E0016,2024-12-01,1,1.0
E0016,2025-01-01,1,1.0
E0016,2025-02-01,1,1.0
E0016,2025-03-01,1,1.0
E0016,2025-04-01,1,1.0
E0016,2025-05-01,1,1.0
E0016,2025-06-01,1,1.0
E0016,2025-07-01,1,1.0
E0016,2025-08-01,1,1.0
E0016,2025-09-01,1,1.0
E0016,2025-10-01,1,1.0
E0016,2025-11-01,1,1.0
E0016,2025-12-01,1,1.0
E0017,2023-01-01,1,1.0
E0017,2023-02-01,1,1.0
E0017,2023-03-01,1,1.0
E0017,2023-04-01,1,1.0
E0017,2023-05-01,1,1.0
E0017,2023-06-01,1,1.0
E0017,2023-07-01,1,1.0
E0017,2023-08-01,1,1.0
E0017,2023-09-01,1,1.0
E0017,2023-10-01,1,1.0
E0017,2023-11-01,1,1.0
E0017,2023-12-01,1,1.0
E0017,2024-01-01,1,1.0
E0017,2024-02-01,1,1.0
E0017,2024-03-01,1,1.0
E0017,2024-04-01,1,1.0
E0017,2024-05-01,1,1.0
E0017,2024-06-01,1,1.0
E0017,2024-07-01,1,1.0
E0017,2024-08-01,1,1.0
E0017,2024-09-01,1,1.0
E0017,2024-10-01,1,1.0
E0017,2024-11-01,1,1.0
E0017,2024-12-01,1,1.0
E0017,2025-01-01,1,1.0
E0017,2025-02-01,1,1.0
E0017,2025-03-01,1,1.0
E0017,2025-04-01,1,1.0
E0017,2025-05-01,1,1.0
E0017,2025-06-01,1,1.0
E0017,2025-07-01,1,1.0
E0017,2025-08-01,1,1.0
E0017,2025-09-01,1,1.0
E0017,2025-10-01,1,1.0
E0017,2025-11-01,1,1.0
E0017,2025-12-01,1,1.0
E0018,2023-01-01,1,1.0
E0018,2023-02-01,1,1.0
E0018,2023-03-01,1,1.0
E0018,2023-04-01,1,1.0
E0018,2023-05-01,1,1.0
E0018,2023-06-01,1,1.0
E0018,2023-07-01,1,1.0
E0018,2023-08-01,1,1.0
E0018,2023-09-01,1,1.0
E0018,2023-10-01,1,1.0
E0018,2023-11-01,1,1.0
E0018,2023-12-01,1,1.0
E0018,2024-01-01,1,1.0
E0018,2024-02-01,1,1.0
E0018,2024-03-01,1,1.0
E0018,2024-04-01,1,1.0
E0018,2024-05-01,1,1.0
E0018,2024-06-01,1,1.0
E0018,2024-07-01,1,1.0
E0018,2024-08-01,1,1.0
E0018,2024-09-01,1,1.0
E0018,2024-10-01,1,1.0
E0018,2024-11-01,1,1.0
E0018,2024-12-01,1,1.0
E0018,2025-01-01,1,1.0
E0018,2025-02-01,1,1.0
E0018,2025-03-01,1,1.0
E0018,2025-04-01,1,1.0
E0018,2025-05-01,1,1.0
E0018,2025-06-01,1,1.0
E0018,2025-07-01,1,1.0
E0018,2025-08-01,1,1.0
E0018,2025-09-01,1,1.0
E0018,2025-10-01,1,1.0
E0018,2025-11-01,1,1.0
E0018,2025-12-01,1,1.0
E0019,2023-01-01,1,1.0
E0019,2023-02-01,1,1.0
E0019,2023-03-01,1,1.0
E0019,2023-04-01,1,1.0
E0019,2023-05-01,1,1.0
E0019,2023-06-01,1,1.0
E0019,2023-07-01,1,1.0
E0019,2023-08-01,1,1.0
E0019,2023-09-01,1,1.0
E0019,2023-10-01,1,1.0
E0019,2023-11-01,1,1.0
E0019,2023-12-01,1,1.0
E0019,2024-01-01,1,1.0
E0019,2024-02-01,1,1.0
E0019,2024-03-01,1,1.0
E0019,2024-04-01,1,1.0
E0019,2024-05-01,1,1.0
E0019,2024-06-01,1,1.0
E0019,2024-07-01,1,1.0
E0019,2024-08-01,1,1.0
E0019,2024-09-01,1,1.0
E0019,2024-10-01,1,1.0
E0019,2024-11-01,1,1.0
E0019,2024-12-01,1,1.0
E0019,2025-01-01,1,1.0
E0019,2025-02-01,1,1.0
E0019,2025-03-01,1,1.0
E0019,2025-04-01,1,1.0
E0019,2025-05-01,1,1.0
E0019,2025-06-01,1,1.0
E0019,2025-07-01,1,1.0
E0019,2025-08-01,1,1.0
E0020,2023-01-01,1,1.0
E0020,2023-02-01,1,1.0
E0020,2023-03-01,1,1.0
E0020,2023-04-01,1,1.0
E0020,2023-05-01,1,1.0
E0020,2023-06-01,1,1.0
E0020,2023-07-01,1,1.0
E0020,2023-08-01,1,1.0
E0020,2023-09-01,1,1.0
E0020,2023-10-01,1,1.0
E0020,2023-11-01,1,1.0
E0020,2023-12-01,1,1.0
E0020,2024-01-01,1,1.0
E0020,2024-02-01,1,1.0
E0020,2024-03-01,1,1.0
E0020,2024-04-01,1,1.0
E0020,2024-05-01,1,1.0
E0020,2024-06-01,1,1.0
E0020,2024-07-01,1,1.0
E0020,2024-08-01,1,1.0
E0020,2024-09-01,1,1.0
E0020,2024-10-01,1,1.0
E0020,2024-11-01,1,1.0
E0020,2024-12-01,1,1.0
E0020,2025-01-01,1,1.0
E0020,2025-02-01,1,1.0
E0020,2025-03-01,1,1.0
E0020,2025-04-01,1,1.0
E0020,2025-05-01,1,1.0
E0020,2025-06-01,1,1.0
E0020,2025-07-01,1,1.0
E0020,2025-08-01,1,1.0
E0020,2025-09-01,1,1.0
E0020,2025-10-01,1,1.0
E0020,2025-11-01,1,1.0
E0020,2025-12-01,1,1.0
E0021,2023-04-01,1,1.0
E0021,2023-05-01,1,1.0
E0021,2023-06-01,1,1.0
E0021,2023-07-01,1,1.0
E0021,2023-08-01,1,1.0
E0021,2023-09-01,1,1.0
E0021,2023-10-01,1,1.0
E0021,2023-11-01,1,1.0
E0021,2023-12-01,1,1.0
E0021,2024-01-01,1,1.0
E0021,2024-02-01,1,1.0
E0021,2024-03-01,1,1.0
E0022,2023-05-01,1,1.0
E0022,2023-06-01,1,1.0
E0022,2023-07-01,1,1.0
E0022,2023-08-01,1,1.0
E0022,2023-09-01,1,1.0
E0022,2023-10-01,1,1.0
E0022,2023-11-01,1,1.0
E0022,2023-12-01,1,1.0
E0022,2024-01-01,1,1.0
E0022,2024-02-01,1,1.0
E0022,2024-03-01,1,1.0
E0022,2024-04-01,1,1.0
E0022,2024-05-01,1,1.0
E0022,2024-06-01,1,1.0
E0022,2024-07-01,1,1.0
E0022,2024-08-01,1,1.0
E0022,2024-09-01,1,1.0
E0022,2024-10-01,1,1.0
E0022,2024-11-01,1,1.0
E0022,2024-12-01,1,1.0
E0022,2025-01-01,1,1.0
E0022,2025-02-01,1,1.0
E0022,2025-03-01,1,1.0
E0022,2025-04-01,1,1.0
E0022,2025-05-01,1,1.0
E0022,2025-06-01,1,1.0
E0022,2025-07-01,1,1.0
E0022,2025-08-01,1,1.0
E0022,2025-09-01,1,1.0
E0022,2025-10-01,1,1.0
E0022,2025-11-01,1,1.0
E0022,2025-12-01,1,1.0
E0023,2023-01-01,1,1.0
E0023,2023-02-01,1,1.0
E0023,2023-03-01,1,1.0
E0023,2023-04-01,1,1.0
E0023,2023-05-01,1,1.0
E0023,2023-06-01,1,1.0
E0023,2023-07-01,1,1.0
E0023,2023-08-01,1,1.0
E0023,2023-09-01,1,1.0
E0023,2023-10-01,1,1.0
E0023,2023-11-01,1,1.0
E0023,2023-12-01,1,1.0
E0023,2024-01-01,1,1.0
E0023,2024-02-01,1,1.0
E0023,2024-03-01,1,1.0
E0023,2024-04-01,1,1.0
E0023,2024-05-01,1,1.0
E0023,2024-06-01,1,1.0
E0023,2024-07-01,1,1.0
E0023,2024-08-01,1,1.0
E0023,2024-09-01,1,1.0
E0024,2024-06-01,1,1.0
E0024,2024-07-01,1,1.0
E0024,2024-08-01,1,1.0
E0024,2024-09-01,1,1.0
E0024,2024-10-01,1,1.0
E0024,2024-11-01,1,1.0
E0024,2024-12-01,1,1.0
E0024,2025-01-01,1,1.0
E0024,2025-02-01,1,1.0
E0024,2025-03-01,1,1.0
E0024,2025-04-01,1,1.0
E0024,2025-05-01,1,1.0
E0024,2025-06-01,1,1.0
E0024,2025-07-01,1,1.0
E0024,2025-08-01,1,1.0
E0024,2025-09-01,1,1.0
E0024,2025-10-01,1,1.0
E0024,2025-11-01,1,1.0
E0024,2025-12-01,1,1.0
E0025,2023-01-01,1,1.0
E0025,2023-02-01,1,1.0
E0025,2023-03-01,1,1.0
E0025,2023-04-01,1,1.0
E0025,2023-05-01,1,1.0
E0025,2023-06-01,1,1.0
E0025,2023-07-01,1,1.0
E0025,2023-08-01,1,1.0
E0025,2023-09-01,1,1.0
E0025,2023-10-01,1,1.0
E0025,2023-11-01,1,1.0
E0025,2023-12-01,1,1.0
E0025,2024-01-01,1,1.0
E0025,2024-02-01,1,1.0
E0025,2024-03-01,1,1.0
E0025,2024-04-01,1,1.0
E0025,2024-05-01,1,1.0
E0025,2024-06-01,1,1.0
E0025,2024-07-01,1,1.0
E0025,2024-08-01,1,1.0
E0025,2024-09-01,1,1.0
E0025,2024-10-01,1,1.0
E0025,2024-11-01,1,1.0
E0025,2024-12-01,1,1.0
E0025,2025-01-01,1,1.0
E0025,2025-02-01,1,1.0
E0025,2025-03-01,1,1.0
E0025,2025-04-01,1,1.0
E0025,2025-05-01,1,1.0
E0025,2025-06-01,1,1.0
E0025,2025-07-01,1,1.0
E0025,2025-08-01,1,1.0
E0025,2025-09-01,1,1.0
E0025,2025-10-01,1,1.0
E0025,2025-11-01,1,1.0
E0025,2025-12-01,1,1.0
E0026,2023-01-01,1,1.0
E0026,2023-02-01,1,1.0
E0026,2023-03-01,1,1.0
E0026,2023-04-01,1,1.0
E0026,2023-05-01,1,1.0
E0026,2023-06-01,1,1.0
E0026,2023-07-01,1,1.0
E0026,2023-08-01,1,1.0
E0026,2023-09-01,1,1.0
E0026,2023-10-01,1,1.0
E0026,2023-11-01,1,1.0
E0026,2023-12-01,1,1.0
E0026,2024-01-01,1,1.0
